X,Y,Z,Energy
1505,744,843,279116
-744,-174,688,123872
-1125,1885,991,393909
1695,-1885,718,233589
364,-934,273,175288
-934,2076,110,223707
1405,1315,882,212477
1885,-1695,946,198911
1125,174,80,338638
-2076,934,335,314357
-1695,1695,362,196615
-1106,-1695,717,453248
-1315,-2076,784,137142
-744,1885,134,593149
-1885,-1315,502,664237
-744,-1505,642,334387
1125,2076,844,66778
251,-1155,961,305380
1695,-364,352,183046
-1056,364,585,231687
174,-744,628,38043
2076,-1380,505,661839
-2075,-364,252,194993
1505,1695,573,166192
2076,-1885,90,152096
-174,1885,308,196131
860,-554,956,422307
-1695,1885,79,95790
-1315,554,855,221552
-1315,554,793,78772
-1315,744,585,402162
1125,2076,567,216146
-934,934,678,195043
-364,1505,862,157079
-744,1125,803,414091
364,-1695,991,434632
-2075,-1885,986,57804
-1885,-934,693,160170
744,-870,987,396238
174,-1505,975,251102
1865,-554,905,678417
-1125,-1885,819,438712
-364,554,938,290670
-174,-1315,975,66056
-1125,-1885,338,385432
174,1695,425,663142
-1695,-364,153,46908
744,-554,737,125770
1315,-1414,803,661344
1125,-364,117,58478
-364,-244,817,327796
364,-1885,531,86286
-1125,-1885,297,122080
2076,-1315,205,251784
-934,-554,82,59824
364,-934,400,293478
-1125,-174,222,1136096
-174,554,59,202527
1505,-934,163,610235
-1695,-2076,818,62138
1695,174,698,152702
-1695,1885,985,271209
934,-364,898,469347
-1386,1885,466,259339
2075,689,724,156122
-1125,1885,263,197268
1505,934,731,149988
-364,1885,351,198498
1695,-1125,996,212625
-1125,-364,820,185066
1091,-1125,922,232979
-744,625,561,662251
554,934,588,629122
744,-1695,132,185414
-1695,1505,84,143024
-1695,-2003,615,658766
1695,-1818,902,657260
2076,-1885,765,629710
364,-174,345,145621
-2076,1505,993,215682
364,-1505,396,235919
1885,1785,494,315150
744,1695,519,246979
-1448,-2056,662,657607
934,-2076,834,204403
934,-554,505,461993
-934,554,557,191574
-1505,-174,61,233984
-2076,364,123,144085
1447,-287,555,657428
174,-934,285,261388
2075,744,411,196708
-1315,-744,634,33097
174,2076,225,648027
-934,-744,435,58119
934,934,734,283128
1885,-174,59,69228
-2076,554,120,37540
-1402,-1505,978,302092
934,744,756,193053
744,-1695,786,159160
-174,174,268,34732
-1612,1125,651,352042
-1505,-1885,158,143631
-554,2076,144,161088
-877,-806,659,628726
-1315,174,326,184431
1315,1505,599,236680
2076,-2076,657,460986
-1315,-554,790,206957
2076,-174,264,393197
-1505,-364,866,168268
-934,-2076,467,458635
1505,-934,552,137647
-554,-1885,115,115904
-934,-1505,172,336412
-1885,174,69,67313
-174,1125,365,305201
2076,-1315,589,365776
744,1885,385,260698
934,-174,908,148236
-2076,1885,431,235795
2076,-174,980,44596
-1695,174,825,662896
-1505,1695,810,97015
-1315,-934,322,353458
-364,-744,487,197772
-174,-1885,996,193903
1885,-1315,146,223912
-1505,-174,96,344982
1505,-1315,329,312378
364,174,894,187941
934,1885,992,412416
-2076,934,760,79213
1695,-2076,397,318913
744,1695,793,135196
777,744,646,234111
1885,-364,460,153582
-1695,-174,80,97137
744,-1505,987,35180
-1885,1695,899,133811
364,-1695,260,225271
934,-364,531,82497
-2030,744,143,623829
1125,2076,790,249513
1125,1451,381,662223
2075,934,112,70634
-1004,934,858,199940
-2076,364,104,228554
1315,-934,999,139146
-1505,1885,639,240061
2075,2076,758,121578
744,364,523,189064
-364,-174,283,173532
174,744,681,417240
258,934,489,253317
554,-364,624,234309
744,1505,836,233424
554,-744,921,320015
1885,-1505,269,119844
-1885,-2076,308,320326
1125,-934,724,88385
1505,-1885,144,76692
174,744,426,353053
1082,174,464,203417
1125,-1505,256,209731
-934,-934,954,123502
-1505,1505,533,202725
-934,-174,57,194343
-174,1125,560,264129
1885,-305,164,424719
-174,744,83,106063
1695,1315,349,609874
-2075,-174,129,220339
-934,987,584,194108
1315,-364,89,323159
-364,174,419,120054
364,934,549,408718
1315,-1505,913,285489
554,-554,848,72970
174,1885,508,216613
1885,-1125,990,76463
-1885,-2076,239,356816
174,1315,142,386468
1695,-1505,609,107437
-2075,-1315,262,96845
-744,-174,521,255839
-1695,744,97,552207
-1695,174,425,255226
1315,-2076,930,104367
554,-1505,980,70803
554,442,152,286009
-934,1125,690,388531
1315,-174,318,235196
-1315,-1695,299,642510
-987,1315,344,191814
-174,1695,98,174590
-1315,1125,901,298913
-2076,174,51,198406
554,934,235,301816
2076,-1315,986,68461
-597,1885,411,662955
174,-1885,953,191852
1885,-364,976,12612
-554,-1315,987,222476
364,-174,191,136882
174,-744,202,67394
-1885,-934,149,229050
1885,1315,543,303682
1885,-364,994,25188
174,364,692,147602
-2075,-744,177,134188
-364,-1315,174,140362
554,-364,654,661138
934,1315,217,249681
-1695,2076,111,430030
-1315,-1695,173,673733
-554,2076,491,48688
934,2076,979,316244
174,-554,489,213986
-1505,744,985,313689
-1505,-554,792,250165
934,-1885,999,218179
-744,-2076,239,363665
-554,-744,941,329851
1885,-1695,129,309194
-934,744,547,92695
-174,364,60,164419
-2076,1695,352,127253
-2076,1695,437,174669
174,364,230,324368
-867,934,921,335657
1315,1885,626,149039
-2076,1315,678,118807
1695,-1695,182,307320
364,1125,185,359171
1125,934,683,662293
-1505,2076,98,92051
744,1125,989,44458
554,-744,133,64177
1695,1315,976,221590
-364,-1695,715,213419
-1885,364,78,338664
-174,1505,687,367269
364,744,975,84469
1695,-554,956,429722
-1125,-2076,970,452001
174,-678,594,246898
-1315,-174,403,659093
-1315,1037,918,249921
-1505,-934,985,74226
-1315,-554,129,233184
-1885,-1695,376,451657
1315,408,838,593576
-174,-282,596,113720
-364,-1528,985,309650
-440,-1315,877,662522
1885,1885,503,261216
-744,1695,965,358620
-1695,-1505,319,415697
-364,-554,447,164318
1505,-1885,455,34867
1505,174,461,44293
-1885,-744,943,86686
-174,1125,411,661970
1695,-1505,685,207479
-1125,-364,528,661280
-364,2076,247,218419
-1270,1315,873,172211
-174,-174,981,65093
2075,554,112,248257
-2076,1885,919,390711
-1695,-1125,927,91293
1534,1992,568,317233
1315,-218,657,185112
-1315,-1125,119,77284
2076,-1125,123,289674
-1125,-174,891,36578
1505,174,76,52331
-1695,-364,860,160864
364,-554,194,229239
-364,2076,209,660269
-1125,-1315,890,46925
744,1784,855,123194
-1505,-364,235,382581
-1505,174,974,243318
-1695,1695,86,75024
-1505,-1695,739,204335
1695,-1125,996,144499
-174,-934,317,124781
1505,174,623,44360
-934,1885,294,158280
1315,1885,977,65245
934,2076,253,109750
-364,425,870,267114
1505,-1125,505,41050
1505,-1104,747,355986
1695,1315,142,42303
364,-554,127,359672
1505,-934,102,354993
-1695,-1695,947,660067
-1602,-1125,724,192868
1885,-364,991,172142
1125,-1125,662,351288
1505,744,988,73688
554,-744,977,459152
1094,1505,344,400482
-2076,174,167,178774
1695,-1125,94,247287
1695,-1125,971,278472
905,1016,693,555540
174,1125,455,115769
-2076,2008,907,662245
174,-1885,250,135303
-744,-2076,374,377321
934,-364,227,205656
1315,-1885,107,137791
-174,-1695,545,451772
1695,1695,142,235680
-1125,1125,787,175468
1125,-554,158,163777
-1505,-1505,375,551227
554,1125,637,662130
934,-1315,533,203993
-744,364,905,191263
1193,-174,325,115035
2076,-1125,381,120506
-1315,-364,730,229005
1695,554,982,51761
1505,934,143,46516
-1505,-1365,411,657984
364,-1695,504,81509
-1315,1695,736,207779
934,1885,138,80093
1885,-1885,828,185913
-174,1505,276,508457
364,-1885,146,163507
744,-364,922,196803
1315,1885,661,382000
1505,1125,707,368861
554,-934,141,42285
-1125,-364,915,157836
-364,1885,392,317452
364,-1125,101,52333
-2076,934,153,38743
1885,364,282,379145
-364,1885,524,168035
-1315,1885,134,159990
934,554,328,108568
-1695,744,260,418335
744,934,531,239119
1125,-1885,649,199886
-744,1695,747,138969
744,1125,133,111974
2075,1125,833,178074
-934,-174,978,34015
2075,1885,980,41047
1125,-1181,858,659376
174,-1505,137,81615
1315,1695,577,407789
-2076,1695,78,235375
1885,-1398,744,402967
-1125,1315,82,126424
-2001,-2076,364,425830
934,-174,521,38073
-1505,554,700,165814
744,934,322,294395
-744,-1695,972,318500
-1775,1125,831,234485
174,2076,633,201066
2075,2076,383,78521
-1760,-1315,838,179858
1695,1885,981,35092
1963,-934,352,653650
364,-174,605,310444
1695,-1885,534,223951
1505,174,979,44545
934,554,291,137271
-934,1505,983,475708
1505,174,996,44298
-364,-934,395,82973
-2075,-1125,863,361338
1125,1125,145,109602
1695,364,373,105154
-934,-1505,998,113975
-2076,1125,610,316812
174,-2076,994,202869
-1505,-709,464,345092
1505,2076,364,484002
-174,-364,894,121281
1885,-554,88,78899
554,1505,139,219225
-174,-1315,991,262581
-1885,-364,675,400727
1315,744,892,103825
1695,-1505,999,111506
934,-1924,905,412485
1125,-744,987,98936
-1695,2076,847,205433
934,744,896,660404
554,1695,905,69354
1695,1315,513,100315
-1505,174,649,131409
-1885,1695,439,236331
1695,174,941,235239
934,-1695,130,54581
1885,934,118,115875
-364,1505,988,385956
-934,554,801,313239
1315,2076,713,110985
2075,1695,363,235878
1695,-934,329,259657
174,2076,369,69771
-364,1695,281,237646
-1885,174,162,341140
174,-1695,94,209713
1538,174,454,234824
2076,-1885,168,317884
-174,-1505,139,106008
1505,1885,762,234025
1505,1315,229,108254
-364,-1505,432,133075
-1885,-554,445,190798
1505,1125,982,462920
364,-934,844,33418
-2075,-1885,380,293988
-934,1695,450,193499
554,1661,484,604733
-554,-364,977,40361
-1695,-1125,592,235065
-1315,-1695,757,318918
174,1885,786,271569
364,-1125,736,38389
-2075,-744,963,192607
934,1125,139,65190
-554,1885,535,89028
1695,1315,389,409702
-174,-744,992,273260
-1125,-744,253,684456
-2076,934,999,88111
-364,-744,433,253812
1505,-1505,499,114759
174,-174,129,55993
-174,-1695,109,255933
-364,934,119,97837
2076,-1505,747,133642
-1885,-174,166,283047
-934,-934,243,46977
1885,1885,137,125399
-2075,-174,907,196218
-934,174,69,224854
1885,1885,324,89830
-364,-1505,213,207731
744,1125,688,95711
-174,744,997,43110
-2075,-554,361,182754
2076,-1505,275,218615
2076,-1505,301,126041
-934,1885,859,459661
1885,-364,983,13544
2076,-1505,976,33964
174,-1695,135,392480
1695,-744,226,47448
-744,174,335,261795
689,1885,273,425867
744,-934,123,138170
2076,-364,301,73486
-1315,934,80,123941
-1125,-1695,264,201608
-1125,-1125,638,163561
-554,1315,206,125198
2076,-1885,534,113159
-1315,-2076,556,426057
-854,1885,631,120666
1315,554,985,371887
174,-1885,513,38766
-2075,-744,337,303843
-744,-270,256,435312
1315,-744,785,370725
554,934,175,375223
-2075,-554,988,328410
-1885,-174,999,112137
-1695,-174,356,242718
-1695,364,122,177510
554,-1315,989,203146
-1695,934,542,351170
-1505,1125,85,200626
2075,554,108,597793
-934,-1695,263,174999
-1695,-1125,205,400788
-744,364,930,235265
-364,-1695,646,182641
-934,934,873,125667
-744,1695,117,49608
364,1885,980,61052
1505,934,169,42564
1505,934,149,39619
1505,934,424,34613
1505,934,989,34631
1505,934,128,38470
1505,934,753,34596
1505,934,130,41343
1505,1315,557,65027
-1505,-2076,198,107015
1505,2076,734,379139
1505,934,445,34007
2076,-1885,893,662232
1505,-934,521,335033
1505,934,781,33339
-1125,554,597,384806
744,364,354,155002
1315,-1885,948,222221
-1505,-174,974,663443
1505,934,527,34027
1505,-554,977,194851
1505,934,131,39332
2076,-934,982,116182
744,-1505,125,65680
1505,934,130,40194
1505,934,134,38470
1885,174,569,426223
1125,1695,140,160440
-2075,-1315,370,195199
1885,1695,301,661115
934,-554,920,237418
-1695,934,85,50614
1505,-1505,901,664043
-1695,-1695,544,171211
-364,-1695,445,661710
934,1505,583,134014
-1695,1315,86,151134
-174,1695,172,35297
1315,-1125,995,35038
-2075,-1315,242,143102
1885,-364,996,18900
-1125,-174,117,128533
-1695,-554,977,210510
1125,-934,793,184367
-2076,1695,132,90132
-554,-2076,956,142987
-554,554,75,172775
744,1182,467,680512
-174,1695,737,354820
-554,2076,982,36037
934,1505,688,118101
1124,648,845,367885
1125,2076,323,105842
-990,1885,517,667880
2075,1505,400,279371
744,-1695,987,225078
-1315,-1505,694,454828
1125,-1885,474,205497
1505,364,124,116575
-1885,2076,505,116607
1315,1505,415,69894
-744,-417,609,294624
1125,-174,892,195249
-2075,-554,835,36175
1885,-1885,528,199112
-1695,-1505,177,200887
-189,1885,840,670479
2076,-1315,436,119450
-1885,1125,233,255395
1505,174,330,165838
-666,-1885,713,181847
-1885,-1505,933,69865
1315,1695,990,140145
1695,2076,343,291964
-2076,174,337,1585880
1505,-1695,671,127597
-1505,-2076,998,40316
-1885,-2076,564,266366
-2076,554,822,205009
-1315,-1695,878,431272
1505,-1695,553,85430
934,1885,644,379580
554,-1125,378,413080
554,174,87,284661
-1125,-2076,975,88104
1917,1817,262,629486
174,-744,755,34624
744,934,989,409801
-600,-174,629,483972
1885,2076,134,180022
1885,-695,468,247536
174,1315,282,270932
1695,1125,472,841984
-310,-2076,560,660499
554,364,100,160911
-744,-934,868,105492
1505,934,713,583389
744,188,638,677327
-934,-2076,997,183251
2075,1505,159,192077
174,-1315,116,599829
1125,2076,690,142049
-934,744,114,60972
-1125,-1695,532,177851
-554,1695,865,119270
1885,1885,840,180089
-806,-174,429,476979
-1505,1695,780,355286
-297,-174,292,223025
1695,-364,95,74222
2076,-1125,762,193347
1315,-554,978,93480
275,-1125,173,369357
174,-2076,121,78922
934,2076,976,344890
1885,-744,329,207641
1505,-174,169,214535
1695,1505,502,87364
1885,744,983,35129
-1885,-2076,948,102039
-744,-1175,440,659612
1315,-174,96,136590
-934,-1505,722,190218
1201,1471,550,513001
1315,-1695,193,248563
1695,-744,745,324009
-2076,744,593,466825
1695,1885,992,260907
-1125,744,923,189113
-364,1695,121,264221
174,-174,975,53807
1125,-174,685,328388
174,-554,994,53115
-934,364,341,177847
-1505,1695,302,151749
1228,-744,938,183596
1125,1885,237,532455
1315,-1315,554,361190
2075,1998,150,149322
1315,1885,726,124418
-2075,-1716,325,662850
174,-658,316,384134
-364,-174,999,193451
-1695,174,296,190776
-1125,-364,503,68076
1885,-1315,961,33828
1125,-174,604,269724
-934,-2076,636,431526
744,-744,478,169889
744,934,422,298161
174,1125,114,188097
554,-744,526,191588
-364,-554,976,443976
-744,1695,213,35581
-174,-364,975,56543
1315,-554,444,176311
1505,174,212,212718
1695,1695,953,425926
744,1695,338,80510
-364,1885,792,104938
744,-1315,112,188598
-934,-364,381,426943
934,554,329,209196
1505,934,986,35628
1505,934,287,35041
1505,934,133,40481
1505,934,330,34544
1505,934,411,36889
1505,934,956,35322
1505,934,140,39044
174,-1885,982,50834
174,1695,112,71861
1505,934,142,39906
1505,934,382,34726
-364,2076,661,415605
440,2076,835,244121
1315,-1885,504,661207
1885,2076,482,208836
-174,-744,921,193062
934,-744,681,160431
-1315,2076,759,84555
934,744,746,388945
-1885,1885,124,249507
1885,1885,133,47362
-1315,-2076,727,198467
174,-364,80,185538
488,174,172,185992
2076,-554,83,73059
1505,744,129,47350
1612,-1885,796,225722
934,-934,989,254263
1695,2076,140,674841
554,174,241,410260
364,-1125,302,281930
744,-744,315,207681
-1695,-1125,876,214466
1505,174,978,60363
-1995,-2076,877,113596
-1695,1125,930,141211
-744,-1125,580,269747
364,-1505,630,252527
-174,1125,996,111631
174,-2076,102,198267
1885,2076,275,240348
-554,1885,527,35537
1885,1315,623,203403
-554,1885,635,133679
-364,174,792,78820
1315,934,907,108391
-174,-1885,769,231837
-1125,744,187,652832
2076,-1885,340,43475
1269,-554,584,408091
1885,744,159,41618
1885,744,983,35129
1885,744,100,44528
1885,744,104,43904
1885,744,407,36177
1885,744,216,38795
1885,744,333,37364
1885,-364,997,15640
1885,744,208,37730
1885,744,979,35129
1885,744,983,36360
2075,1695,979,65103
1695,-1315,995,201244
1695,-2076,117,374459
1885,744,986,36113
1885,744,983,35129
-1695,1315,933,208090
2075,554,997,139538
554,-1505,776,150809
-1125,-554,421,189008
1315,-1505,185,60967
1315,2076,992,237277
554,1919,988,226046
-1315,364,364,47908
-1125,-934,913,393701
554,-744,919,325966
1885,744,108,45776
1885,744,103,44840
1885,744,665,37142
1885,744,330,37617
1885,744,972,35300
-1315,-934,112,183839
1505,934,827,35568
1505,934,224,37408
1315,-744,233,241989
1885,744,829,35594
1885,744,326,39641
-744,554,978,414520
-1885,-174,949,182795
-1505,1505,170,633710
934,554,338,179644
1885,744,394,36274
-1125,-744,419,150262
-1885,-1505,970,185591
174,-554,884,32656
1885,744,122,45152
1505,174,208,54195
1505,934,132,43067
1505,934,646,35170
1505,934,689,33634
1505,934,139,38470
1695,-934,984,409823
-2075,-1315,374,271803
1885,744,980,40297
1885,744,984,37098
1885,744,977,36360
-554,-744,896,61977
1505,1885,192,166650
1885,744,472,35247
1885,744,923,35057
1885,744,999,36113
1505,934,862,35820
2075,934,282,633671
-554,-1695,272,164416
1695,-1885,657,234295
-364,-1885,277,54953
1505,744,126,165688
1505,1885,137,250556
267,554,97,809701
1505,934,137,39619
744,-744,911,134696
1695,-1885,820,138506
1695,-1430,376,161307
-934,-1505,455,72667
-364,-1125,859,32858
-2076,554,115,118471
-1315,554,897,140826
1695,364,229,101693
1125,-1315,847,148764
-1125,-295,966,659654
-1315,1885,677,63432
174,505,274,486392
1885,-1885,113,614542
-1885,-1125,781,183924
-1695,-744,330,69686
-898,-934,330,667202
-799,-1391,908,663778
1720,2076,391,404782
1885,-364,986,22626
1885,-364,995,13311
1315,174,85,281498
707,1885,465,523635
1505,934,343,37617
1505,934,513,34067
1885,-1125,430,178438
-1125,262,844,172366
1885,-364,985,14242
1885,-364,997,15174
1505,934,977,33134
1125,174,739,254452
1885,-364,992,20530
-1695,-934,246,374558
-554,1125,283,279293
1417,744,248,682356
744,934,278,361395
1885,-364,996,15407
1885,-364,998,14242
934,174,591,414216
1885,-364,994,11913
1885,-364,859,22518
-2076,1315,450,428545
1885,-364,756,24424
-1315,-1720,954,420774
1505,-554,995,37015
-554,-1125,715,435924
554,-364,995,124502
1885,-364,978,15174
-174,-934,551,240663
364,744,226,370541
1885,-364,956,13030
-1695,2076,932,225262
934,-744,361,216166
554,-1315,471,197807
934,1497,786,263675
934,2076,986,35462
934,-364,508,142679
-1738,1125,660,215863
1885,-364,990,17736
1885,-364,976,18201
1885,-364,574,29896
-1315,744,646,661280
-1125,1315,341,209551
676,-1315,570,267076
-1315,-2076,626,189961
1885,-364,980,12379
934,2076,884,172765
1125,-934,428,636916
-1266,1885,930,424391
1885,-364,748,12348
174,1505,155,107484
1695,-174,76,44423
934,1885,984,106826
-1125,1125,954,332067
1885,-2076,643,475442
1695,2076,706,38295
1885,-1695,870,90445
2076,-364,436,198969
1505,-1695,682,151177
-1125,-174,92,180922
1695,1315,889,130910
1695,-1885,785,112913
174,-1885,199,202424
1695,2076,340,189007
1958,-744,242,458417
-744,1885,112,136986
-2076,1315,145,742972
934,554,819,333779
2076,-1885,986,73910
934,744,622,258568
744,364,181,402510
934,-1885,106,85113
364,174,997,380833
-1505,-466,817,283868
-1125,-1505,853,56760
364,-744,306,662652
-2076,1125,620,662460
-1505,1695,396,82966
-1125,1315,88,453480
-744,1125,114,300667
-1885,-934,927,51421
1695,-2076,371,176624
1885,554,476,259723
934,1505,990,267811
174,-744,89,208860
744,-1695,527,231013
2075,1885,182,44192
857,-1695,270,120734
2075,744,428,185065
2076,-934,111,57796
2076,-744,442,252211
-744,-364,122,154463
1505,-364,82,132161
-1315,-364,175,105374
-554,744,225,318871
1695,1505,995,219755
-174,-1315,115,109610
2075,1505,399,111682
-364,744,883,112237
1885,934,678,291817
-1359,1695,947,1063629
744,-174,467,54581
744,934,219,159417
934,1885,972,163454
364,1695,883,35109
-1505,934,726,170180
1315,2076,920,155685
-260,385,428,402419
-364,554,367,156986
174,174,826,155227
2076,-174,211,159517
1125,-934,932,296815
-744,1885,695,107468
-174,-554,984,206549
1125,1505,745,226317
-1885,1695,792,170659
-1695,2076,992,70186
-364,1505,988,661438
1695,-554,226,653768
-1695,1505,84,175759
-934,364,88,101921
1125,-934,884,142062
-554,-1315,848,143810
1885,-1885,815,175760
174,364,973,400981
1885,-1125,110,171869
-744,174,51,231672
-554,-364,156,94697
1695,2076,110,282390
-934,-2076,393,1443588
-744,1125,421,178433
-1695,-1930,897,208735
-2076,554,911,662120
-1125,-364,123,74402
1885,-364,991,13544
2076,-1885,593,39062
-364,-1315,418,145711
-1315,1125,98,75957
-2076,1695,451,662512
1002,-1315,512,573760
-2076,1505,97,75686
-1366,-2076,985,132255
1505,2076,781,662156
-1315,1695,197,438379
-174,-2076,989,128294
-174,-934,199,199990
-744,-1695,106,161157
1505,1505,693,296333
-174,934,242,112878
-496,-364,870,257285
-1505,2076,340,92686
-2076,174,215,88297
934,-174,440,604969
-554,2076,85,202898
-1315,744,724,129618
-554,-554,922,106299
-554,-2076,123,56536
-934,1315,165,128757
934,-1125,579,100850
554,364,335,173993
554,1505,134,614806
174,-1315,186,274073
-934,-1315,187,695793
1125,-934,399,207854
1315,2076,806,134076
1505,1125,118,261302
1885,2076,441,113752
1505,364,109,620281
-1885,1370,356,415763
-1695,1978,847,657274
1505,-364,418,278405
-1315,-174,160,323230
-1315,934,95,504031
-1125,1885,851,169896
-1695,1885,76,116916
-1315,364,990,283025
-2075,-744,985,367308
-744,-1505,931,289453
1885,-1587,314,993630
174,1885,534,439679
-2076,1885,892,169419
934,1773,241,119842
1763,1315,249,687461
744,-364,693,471066
-174,-174,190,203313
-1125,744,415,381053
-364,-554,758,275226
-174,1125,193,131015
1000,1695,809,455049
-934,-2076,993,220476
1125,878,108,274891
-1505,2076,405,275655
-934,1315,145,263734
744,1125,529,665782
1885,-2076,195,464711
-1125,364,875,348530
-934,-1695,987,168264
-1885,2076,475,74533
744,2076,998,78372
-554,934,298,97572
364,1315,549,253422
1125,934,448,172757
1125,1315,521,236286
683,744,896,647387
-1315,1315,639,57740
1885,1125,736,137927
2076,-1695,894,471888
1885,-364,992,13311
-1695,-1885,914,76835
364,744,999,175966
744,-1315,975,35909
-1695,-174,998,97614
2076,-364,979,86102
934,2076,166,397045
-744,-1315,248,330600
174,-744,683,129069
-174,-174,78,114680
-1315,364,837,137114
744,1505,718,44015
1315,934,988,50542
934,-744,982,109519
-1695,1125,688,85126
-276,174,241,239326
-174,174,603,77006
-554,-934,976,145852
1885,-2076,376,141741
2076,-934,970,404594
-1505,1773,798,280262
-1125,554,658,112772
-934,-554,820,42720
-554,554,147,97186
-364,-1315,526,661114
934,-1125,125,103072
-1315,-1315,998,48776
-1695,1315,581,231037
1695,554,339,217612
-1505,1315,138,155264
1505,1125,974,106113
-1315,2076,571,37480
934,934,398,178344
1695,364,79,92917
1125,815,151,482842
744,-1931,857,219969
-1125,2076,146,65174
-174,-364,80,200010
-174,934,793,273163
-934,-1315,626,399034
2033,-1125,271,264716
-2075,-554,251,149812
1969,-476,619,570760
-2076,1695,87,189008
1885,744,791,37313
174,1885,881,481464
1885,744,995,39805
1885,744,856,35571
1885,934,759,373769
1125,-934,653,415667
-1315,615,497,652632
-174,-1505,851,36797
744,-1695,769,324314
934,-1885,101,391142
1125,-700,668,660673
-364,-364,381,124667
934,-934,551,307892
364,-364,466,59939
174,-1885,86,607747
-364,1994,849,165747
1695,1315,608,84507
174,-651,397,227985
-2076,1315,595,452575
-1885,-1885,457,195064
-1505,-364,942,45243
-934,-554,981,67484
-1695,1125,178,214649
-934,-1505,562,661449
554,2076,313,239799
1885,934,415,141596
-1695,1505,899,209881
1632,-2076,921,249129
2076,-1885,800,115915
1695,1315,558,60050
1505,-554,368,124473
174,554,978,160224
-2075,-174,912,68384
-934,1885,120,122819
-2076,934,503,537600
1014,1885,772,664243
1695,-554,116,488220
1315,-287,930,661934
1505,554,533,277922
-1315,-934,513,305716
-1695,2076,888,178637
-1125,554,364,231232
934,-1695,646,38343
1505,364,740,215059
1454,-1125,355,163230
-1822,174,720,663477
-744,364,235,64807
-744,-174,347,203043
934,-1695,973,184139
1315,-1505,870,209060
-1125,-744,91,42424
-2076,364,186,80310
1505,-1737,511,270274
2076,-1695,822,106139
554,-2076,418,213696
1505,-1315,990,182146
2076,-744,994,61090
-1270,-762,991,422173
934,-934,455,214037
-1885,1695,996,60131
-554,174,453,275236
2076,-554,224,150229
554,-174,993,103701
554,744,392,153404
-934,1125,437,39691
-554,-1315,974,471895
-934,-744,99,109009
-1885,-1885,904,97499
-174,1315,561,56645
-744,274,167,362199
1125,554,457,161855
1315,1695,640,206559
1885,174,978,52013
-364,-934,433,225604
-1885,-174,802,38460
-528,-1577,274,746479
1885,1695,692,113856
1315,-521,470,543962
-1404,174,917,370257
1505,-554,199,208125
1315,744,127,309844
1505,934,981,39868
1885,-174,978,130154
1505,2076,990,76897
2076,-934,570,196427
-1315,-554,875,393447
1695,-744,154,111623
2075,1695,979,93966
-1695,364,804,88917
934,554,98,283128
-1475,-1695,751,361152
-934,-1315,809,112669
364,1885,808,269991
554,-934,501,127863
-1885,-554,368,230216
-1315,1125,446,226786
1695,-1505,879,87050
364,522,895,661069
-1125,2076,773,198693
1315,-364,932,214685
-174,-2076,461,152810
-2075,-1315,977,120784
1695,-554,889,163263
554,-1885,105,112044
-1505,174,65,74578
-1125,-364,433,73634
1505,174,76,54352
1505,-174,768,38236
-364,-1505,728,114881
-1885,2076,87,175628
934,-364,78,116958
1505,744,380,345414
-1505,-829,326,357481
-2075,-174,705,257069
1744,1885,862,662048
364,174,584,139731
-744,-554,997,57078
-174,-934,406,193300
744,174,210,48702
1505,-174,997,38203
-744,554,202,161334
-2076,2076,600,220937
554,-554,823,101389
-1315,-1315,480,145080
1505,2076,283,127207
174,1695,211,135253
-1315,2076,249,194723
2076,-364,443,166541
-1505,-364,624,196928
289,-554,949,469327
-364,1695,79,238746
-1315,-1505,448,365011
934,1885,999,91422
-2038,934,445,691807
1109,-2076,669,741638
744,1315,663,354235
174,869,314,685305
1885,1125,118,219828
-554,-1315,998,32584
-1125,-1125,922,92373
1315,1641,698,151584
-1125,-1885,316,186772
174,2076,727,662218
554,-1885,639,307004
-2075,-1505,639,336580
-174,-1695,117,211199
554,-1315,271,154075
1315,2076,976,166701
554,364,485,665431
-934,1885,780,265617
1315,-364,96,147231
-744,174,981,647142
934,-2076,332,118438
-744,1315,460,450779
-2076,1885,83,146338
744,-321,383,442215
554,-1885,156,251724
-364,-1505,528,189683
1695,1505,994,79916
744,1695,768,34083
-934,-744,968,659628
-554,1885,82,69958
1125,554,990,111582
1505,2076,992,595101
1505,-1125,590,662860
-1373,-934,519,662233
-1695,2076,264,181202
-1885,554,428,39358
744,-1315,961,122837
-1505,655,88,205380
-1125,-1125,933,641177
-1256,1885,421,250259
1261,1885,456,660689
1695,364,89,145146
554,-174,963,89922
1315,-1695,962,179100
1315,-1695,928,36502
-1315,-1505,932,169032
-2076,2076,308,660352
1125,1125,551,210865
1443,1505,137,272508
2076,-174,651,573289
554,364,107,129524
2076,-364,84,490802
554,-934,408,104589
-174,-1125,660,315515
2075,1505,408,36275
1695,-364,942,186357
554,1315,996,39048
-1695,364,864,114740
174,174,104,449836
1399,744,773,657047
1505,-174,602,167331
174,174,344,275218
2076,-934,608,115661
-1125,-1885,674,258633
934,-364,80,63643
-1315,364,773,89319
-1695,174,65,99825
-1505,1505,640,233141
-2025,2076,356,268988
174,1505,703,231648
-554,-2076,804,119510
-174,1695,90,94926
-744,554,874,456211
-991,1885,367,218511
1125,174,797,349986
-554,-744,382,243815
1885,744,107,45776
554,364,543,39188
1315,1505,382,151608
934,-1315,970,433388
-1315,-554,418,44683
1125,-2076,998,203009
-744,1695,390,282650
1125,-1695,909,663210
744,2076,207,666590
-1505,-1885,904,459568
